GTSRCE   AAI   LATLON  -3.68710 128.19430 0.0 0.000
GTSRCE   AAII  LATLON  -3.68710 128.19400 0.0 0.000
GTSRCE   BANI  LATLON  -4.31346 129.54272 0.0 0.000
GTSRCE   BNDI  LATLON  -4.31346 129.54272 0.0 0.000
GTSRCE   BSMI  LATLON  -3.10750 130.49400 0.0 0.000
GTSRCE   KRAI  LATLON  -3.31840 128.39470 0.0 0.000
GTSRCE   MSAI  LATLON  -3.34610 128.92850 0.0 0.000
GTSRCE   NLAI  LATLON  -3.23900 127.09980 0.0 0.000
GTSRCE   OBMI  LATLON  -1.34130 127.64440 0.0 0.000
